gen_id	pul_id	jbrowseTag	orientation
-824650	35611	GH	+	
-824672	35613	GH	-	
-824673	35613	REG	-	
-824674	35613	other	-	
-824675	35613	SusD	-	
-824676	35613	Trans	-	
-824901	35614	Trans	+	
-824902	35614	SusD	+	
-824903	35614	GH	+	
-824904	35614	other	+	
-824905	35614	other	+	
-828201	35627	Trans	+	
-828202	35627	SusD	+	
-828203	35627	GH	+	
-828204	35627	other	+	
-828205	35627	Trans	+	
-828206	35627	SusD	+	
-828207	35627	GH	+	
-828208	35627	other	+	
-828209	35627	other	+	
-828805	35629	REG	+	
-828806	35629	Trans	+	
-828807	35629	SusD	+	
-828808	35629	GH	+	
-828809	35629	other	+	
-828810	35629	GH	+	
-829033	35633	other	-	
-829034	35633	other	-	
-829035	35633	REG	-	
-829036	35633	SusD	-	
-829037	35633	Trans	-	
-829038	35633	other	-	
-829039	35633	GH	-	
-829040	35633	other	-	
-829041	35633	other	-	
-829042	35633	SusD	-	
-829043	35633	Trans	-	
-829119	35636	GH	+	
-829120	35636	other	+	
-829121	35636	other	-	
-829122	35636	Trans	+	
-829123	35636	SusD	+	
-829124	35636	Trans	+	
-829125	35636	SusD	+	
-829664	35640	Trans	-	
-829665	35640	GH	-	
-829666	35640	SusD	-	
-829667	35640	Trans	-	
-829668	35640	other	-	
-829669	35640	REG	+	
-830177	35647	Trans	+	
-830178	35647	SusD	+	
-830179	35647	other	+	
-830180	35647	other	+	
-830181	35647	GH	+	
-830182	35647	other	+	
-830192	35648	Trans	+	
-830193	35648	SusD	+	
-830194	35648	GH	+	
-830195	35648	other	+	
-830665	35649	REG	+	
-830666	35649	Trans	+	
-830667	35649	SusD	+	
-830668	35649	GH	+	
-830669	35649	other	+	
-830670	35649	GH	+	
-830979	35650	Pept	-	
-830980	35650	CBM	-	
-830981	35650	SusD	-	
-830982	35650	Trans	-	
-830983	35650	GH	-	
-830984	35650	Sulf	-	
-830985	35650	other	-	
-831468	35653	GH	-	
-831469	35653	GH	-	
-831470	35653	GH	-	
-831471	35653	other	-	
-831472	35653	other	+	
-831473	35653	other	-	
-831474	35653	SusD	-	
-831475	35653	Trans	-	
-831476	35653	other	+	
-831477	35653	GH	-	
-831478	35653	GH	-	
-832720	35661	REG	+	
-832721	35661	Trans	+	
-832722	35661	SusD	+	
-832723	35661	GH	+	
-832724	35661	other	+	
-832725	35661	GH	+	
-833630	35664	GH	-	
-833631	35664	GH	-	
-833632	35664	GH	-	
-833633	35664	other	-	
-833634	35664	other	+	
-833635	35664	other	-	
-833636	35664	SusD	-	
-833637	35664	Trans	-	
-833638	35664	other	+	
-833639	35664	GH	-	
-833640	35664	GH	-	
-834449	35669	Trans	+	
-834450	35669	SusD	+	
-834451	35669	GH	+	
-834452	35669	other	+	
-834453	35669	Trans	+	
-834454	35669	SusD	+	
-834455	35669	GH	+	
-834456	35669	other	+	
-834457	35669	other	+	
-834705	35672	Trans	+	
-834706	35672	SusD	+	
-834707	35672	other	+	
-834708	35672	GH	+	
-834709	35672	GH	+	
-836073	35680	other	-	
-836074	35680	GH	-	
-836075	35680	GH	-	
-836076	35680	SusD	-	
-836077	35680	Trans	-	
-836262	35682	GH	-	
-836263	35682	Trans	+	
-836264	35682	SusD	+	
-836265	35682	GH	+	
-836266	35682	other	+	
-836267	35682	CBM	+	
-836277	35683	GH	-	
-836278	35683	other	-	
-836279	35683	other	-	
-836280	35683	other	-	
-836281	35683	SusD	-	
-836282	35683	Trans	-	
-838372	35698	Trans	+	
-838373	35698	SusD	+	
-838374	35698	other	+	
-838375	35698	GH	+	
-838376	35698	GH	+	
-839783	35706	other	-	
-839784	35706	GH	-	
-839785	35706	GH	-	
-839786	35706	SusD	-	
-839787	35706	Trans	-	
-839972	35708	GH	-	
-839973	35708	Trans	+	
-839974	35708	SusD	+	
-839975	35708	GH	+	
-839976	35708	other	+	
-839977	35708	CBM	+	
-839987	35709	GH	-	
-839988	35709	other	-	
-839989	35709	other	-	
-839990	35709	other	-	
-839991	35709	SusD	-	
-839992	35709	Trans	-	
-842082	35723	Trans	+	
-842083	35723	SusD	+	
-842084	35723	other	+	
-842085	35723	GH	+	
-842086	35723	GH	+	
-843493	35731	other	-	
-843494	35731	GH	-	
-843495	35731	GH	-	
-843496	35731	SusD	-	
-843497	35731	Trans	-	
-843682	35733	GH	-	
-843683	35733	Trans	+	
-843684	35733	SusD	+	
-843685	35733	GH	+	
-843686	35733	other	+	
-843687	35733	CBM	+	
-843697	35734	GH	-	
-843698	35734	other	-	
-843699	35734	other	-	
-843700	35734	other	-	
-843701	35734	SusD	-	
-843702	35734	Trans	-	
-845792	35749	Trans	+	
-845793	35749	SusD	+	
-845794	35749	other	+	
-845795	35749	GH	+	
-845796	35749	GH	+	
-847203	35757	other	-	
-847204	35757	GH	-	
-847205	35757	GH	-	
-847206	35757	SusD	-	
-847207	35757	Trans	-	
-847392	35759	GH	-	
-847393	35759	Trans	+	
-847394	35759	SusD	+	
-847395	35759	GH	+	
-847396	35759	other	+	
-847397	35759	CBM	+	
-847407	35760	GH	-	
-847408	35760	other	-	
-847409	35760	other	-	
-847410	35760	other	-	
-847411	35760	SusD	-	
-847412	35760	Trans	-	
-849867	35779	Trans	+	
-849868	35779	SusD	+	
-849869	35779	GT	-	
-849870	35779	GH	+	
-849871	35779	other	-	
-849872	35779	CE	-	
-849996	35781	GH	+	
-849997	35781	Trans	+	
-849998	35781	SusD	+	
-849999	35781	other	+	
-850000	35781	GH	+	
-850001	35781	GH	+	
-850002	35781	Pept	+	
-850003	35781	other	+	
-850315	35783	GH	+	
-850316	35783	other	+	
-850317	35783	other	-	
-850318	35783	SusD	-	
-850319	35783	Trans	-	
-850481	35784	GH	-	
-850482	35784	other	-	
-850483	35784	GH	-	
-850484	35784	other	-	
-850485	35784	other	-	
-850486	35784	SusD	-	
-850487	35784	Trans	-	
-850811	35788	other	-	
-850812	35788	other	-	
-850813	35788	other	-	
-850814	35788	GH	-	
-850815	35788	REG	+	
-850816	35788	Trans	+	
-850817	35788	SusD	+	
-850869	35789	SusD	-	
-850870	35789	Trans	-	
-850871	35789	other	-	
-850872	35789	GH	-	
-850873	35789	PL	-	
-850874	35789	PL	-	
-850875	35789	other	-	
-850876	35789	other	-	
-850877	35789	other	-	
-850878	35789	other	-	
-850879	35789	other	-	
-850880	35789	GH	-	
-850881	35789	other	-	
-850882	35789	other	+	
-850883	35789	GH	+	
-850884	35789	PL	+	
-850885	35789	GH	+	
-850886	35789	GH	+	
-850887	35789	other	+	
-851135	35790	GH	+	
-851136	35790	Pept	+	
-851137	35790	other	+	
-851138	35790	other	-	
-851139	35790	other	-	
-851140	35790	other	-	
-851141	35790	other	-	
-851142	35790	SusD	-	
-851143	35790	Trans	-	
-851283	35791	other	-	
-851284	35791	Trans	-	
-851285	35791	PL	-	
-851286	35791	other	-	
-851287	35791	other	-	
-851288	35791	PL	-	
-851289	35791	PL	-	
-851290	35791	SusD	-	
-851291	35791	Trans	-	
-851722	35793	SusD	-	
-851723	35793	Trans	-	
-851724	35793	GH	+	
-851725	35793	other	-	
-851726	35793	Sulf	-	
-851727	35793	GH	-	
-853320	35804	GH	-	
-853321	35804	other	-	
-853322	35804	other	+	
-853323	35804	SusD	-	
-853324	35804	Trans	-	
-854053	35821	GH	-	
-854054	35821	GH	-	
-854055	35821	other	-	
-854056	35821	other	-	
-854057	35821	Pept	-	
-854058	35821	other	-	
-854059	35821	other	-	
-854060	35821	other	-	
-854061	35821	SusD	-	
-854062	35821	Trans	-	
-854063	35821	other	-	
-854064	35821	other	-	
-854065	35821	SusD	-	
-854066	35821	Trans	-	
-854205	35823	GH	-	
-854206	35823	other	-	
-854207	35823	other	-	
-854208	35823	other	-	
-854209	35823	SusD	-	
-854210	35823	Trans	-	
-854211	35823	REG	-	
-854212	35823	REG	-	
-855447	35837	Trans	+	
-855448	35837	SusD	+	
-855449	35837	other	+	
-855450	35837	other	+	
-855451	35837	GH	+	
-855452	35837	REG	-	
-855478	35838	other	-	
-855479	35838	GH	-	
-855480	35838	SusD	-	
-855481	35838	Trans	-	
-855482	35838	SusD	-	
-855483	35838	Trans	-	
-855936	35841	GH	-	
-855937	35841	GH	-	
-855938	35841	other	-	
-855939	35841	other	-	
-855940	35841	other	-	
-855941	35841	SusD	-	
-855942	35841	Trans	-	
-855943	35841	REG	-	
-855944	35841	REG	-	
-856064	35844	ROK	-	
-856065	35844	Trans	-	
-856066	35844	GH	-	
-856067	35844	Trans	+	
-856068	35844	SusD	+	
-856069	35844	other	+	
-856070	35844	GH	+	
-856071	35844	other	+	
-856072	35844	other	-	
-856073	35844	GH	-	
-856074	35844	REG	-	
-857098	35857	GH	-	
-857099	35857	SusD	-	
-857100	35857	Trans	-	
-857101	35857	SusD	-	
-857102	35857	Trans	-	
-857103	35857	other	-	
-857104	35857	REG	-	
-857518	35865	REG	+	
-857519	35865	REG	+	
-857520	35865	Trans	+	
-857521	35865	SusD	+	
-857522	35865	other	+	
-857523	35865	other	+	
-857524	35865	other	+	
-857525	35865	Pept	+	
-857526	35865	GH	-	
-857606	35869	GH	+	
-857607	35869	other	-	
-857608	35869	other	-	
-857609	35869	other	-	
-857610	35869	SusD	-	
-857611	35869	Trans	-	
-857699	35875	other	-	
-857700	35875	other	-	
-857701	35875	other	-	
-857702	35875	CE	-	
-857703	35875	Trans	-	
-857704	35875	GH	-	
-857705	35875	GH	-	
-857706	35875	GH	-	
-857707	35875	SusD	-	
-857708	35875	Trans	-	
-857709	35875	other	-	
-857710	35875	GH	+	
-857711	35875	other	-	
-857712	35875	REG	-	
-857713	35876	GH	-	
-857714	35876	ROK	-	
-857715	35876	other	-	
-857716	35876	SusD	-	
-857717	35876	Trans	-	
-857718	35876	SusD	-	
-857719	35876	Trans	-	
-857720	35876	REG	-	
-857721	35876	REG	-	
-858970	35884	Trans	+	
-858971	35884	SusD	+	
-858972	35884	other	+	
-858973	35884	GH	+	
-858974	35884	GH	+	
-860410	35892	other	-	
-860411	35892	GH	-	
-860412	35892	GH	-	
-860413	35892	SusD	-	
-860414	35892	Trans	-	
-860588	35894	GH	-	
-860589	35894	other	-	
-860590	35894	other	-	
-860591	35894	other	-	
-860592	35894	SusD	-	
-860593	35894	Trans	-	
-864097	35917	other	-	
-864098	35917	GH	-	
-864099	35917	other	-	
-864100	35917	GH	-	
-864101	35917	SusD	-	
-864102	35917	Trans	-	
-865945	35927	Trans	+	
-865946	35927	SusD	+	
-865947	35927	GH	+	
-865948	35927	Trans	+	
-865949	35927	GH	+	
-865950	35927	GH	+	
-865951	35927	GH	+	
-865952	35927	GH	+	
-865953	35927	GH	+	
-865954	35927	ROK	+	
-865955	35927	GH	+	
-865956	35927	other	+	
-865957	35927	GH	+	
-865958	35927	GH	+	
-866647	35940	REG	+	
-866648	35940	REG	+	
-866649	35940	Trans	+	
-866650	35940	SusD	+	
-866651	35940	other	+	
-866652	35940	GH	+	
-866858	35944	GH	-	
-866859	35944	Trans	+	
-866860	35944	SusD	+	
-866861	35944	other	+	
-866862	35944	GH	+	
-866863	35944	other	+	
-866864	35944	GH	+	
-866865	35944	other	+	
-866866	35944	REG	+	
-866867	35944	GH	+	
-867146	35945	REG	+	
-867147	35945	Trans	+	
-867148	35945	SusD	+	
-867149	35945	GH	+	
-867150	35945	other	-	
-867151	35945	REG	+	
-867172	35948	REG	+	
-867173	35948	REG	+	
-867174	35948	Trans	+	
-867175	35948	SusD	+	
-867176	35948	GH	+	
-867177	35948	GH	+	
-867178	35948	GH	+	
-867179	35948	other	+	
-867180	35948	GH	+	
-867181	35948	REG	+	
-867182	35948	REG	+	
-867183	35948	GH	+	
-867184	35948	other	+	
-867186	35949	CBM	-	
-867187	35949	SusD	-	
-867188	35949	Trans	-	
-867189	35949	GH	+	
-867190	35949	other	+	
-867191	35949	GH	+	
-867193	35950	REG	-	
-867194	35950	REG	+	
-867195	35950	Trans	+	
-867196	35950	SusD	+	
-867197	35950	other	+	
-867198	35950	other	+	
-867199	35950	GH	+	
-867200	35950	GH	+	
-867201	35950	other	+	
-867202	35950	other	-	
-867203	35950	GH	+	
-867255	35952	GH	+	
-867256	35952	GH	+	
-867257	35952	REG	+	
-867258	35952	Trans	+	
-867259	35952	SusD	+	
-867260	35952	other	+	
-867264	35953	REG	+	
-867265	35953	other	+	
-867266	35953	Trans	+	
-867267	35953	SusD	+	
-867268	35953	other	+	
-867269	35953	GH	+	
-867270	35953	GH	+	
-867271	35953	GH	+	
-867272	35953	other	+	
-867273	35953	GH	+	
-867274	35953	other	+	
-867275	35953	GH	+	
-867276	35953	PL	+	
-867450	35954	REG	-	
-867451	35954	Trans	+	
-867452	35954	other	+	
-867453	35954	Trans	+	
-867454	35954	SusD	+	
-867455	35954	GH	+	
-867787	35957	REG	+	
-867788	35957	REG	+	
-867789	35957	Trans	+	
-867790	35957	SusD	+	
-867791	35957	Pept	+	
-867792	35957	GH	+	
-867793	35957	other	+	
-867794	35957	other	+	
-867962	35958	other	-	
-867963	35958	GH	-	
-867964	35958	ROK	-	
-867965	35958	other	-	
-867966	35958	GH	-	
-867967	35958	Trans	-	
-867968	35958	other	-	
-867969	35958	other	-	
-867970	35958	SusD	-	
-867971	35958	Trans	-	
-867972	35958	REG	+	
-868431	35965	GH	-	
-868432	35965	GH	-	
-868433	35965	GH	-	
-868434	35965	SusD	-	
-868435	35965	Trans	-	
-868436	35965	REG	+	
-868437	35965	other	-	
-868438	35965	other	-	
-868439	35965	other	-	
-868440	35965	other	-	
-868441	35965	other	-	
-868442	35965	SusD	-	
-868443	35965	Trans	-	
-868444	35965	GH	+	
-868525	35966	REG	+	
-868526	35966	GH	-	
-868527	35966	GH	-	
-868528	35966	other	-	
-868529	35966	other	-	
-868530	35966	other	-	
-868531	35966	SusD	-	
-868532	35966	Trans	-	
-868794	35973	GH	-	
-868795	35973	GH	-	
-868796	35973	GH	-	
-868797	35973	other	-	
-868798	35973	GH	-	
-868799	35973	GH	-	
-868800	35973	SusD	-	
-868801	35973	Trans	-	
-868802	35973	REG	-	
-868803	35973	REG	-	
-868973	35976	other	-	
-868974	35976	Trans	-	
-868975	35976	other	-	
-868976	35976	other	-	
-868977	35976	GH	-	
-868978	35976	other	-	
-868979	35976	SusD	-	
-868980	35976	Trans	-	
-868981	35976	GH	-	
-868982	35976	REG	-	
-868998	35977	PL	-	
-868999	35977	other	-	
-869000	35977	SusD	-	
-869001	35977	Trans	-	
-869002	35977	REG	-	
-869003	35977	REG	-	
-869169	35981	other	-	
-869170	35981	SusD	-	
-869171	35981	Trans	-	
-869172	35981	GH	-	
-869173	35981	REG	-	
-869174	35981	other	-	
-869175	35981	other	-	
-869176	35981	other	-	
-869177	35981	other	-	
-869178	35981	other	-	
-869179	35981	SusD	-	
-869180	35981	Trans	-	
-869227	35982	GH	-	
-869228	35982	GH	-	
-869229	35982	other	-	
-869230	35982	other	-	
-869231	35982	GH	-	
-869232	35982	SusD	-	
-869233	35982	Trans	-	
-869379	35985	Trans	+	
-869380	35985	SusD	+	
-869381	35985	other	+	
-869382	35985	GH	+	
-869383	35985	GH	+	
-869384	35985	GH	+	
-869385	35985	other	+	
-869386	35985	GH	+	
-869528	35987	REG	+	
-869529	35987	REG	+	
-869530	35987	Trans	+	
-869531	35987	SusD	+	
-869532	35987	other	+	
-869533	35987	other	-	
-869534	35987	GH	+	
-869573	35988	REG	-	
-869574	35988	Trans	+	
-869575	35988	Trans	+	
-869576	35988	SusD	+	
-869577	35988	GH	+	
-869578	35988	GH	+	
-869579	35988	other	+	
-870839	35993	REG	+	
-870840	35993	REG	+	
-870841	35993	Trans	+	
-870842	35993	SusD	+	
-870843	35993	GH	+	
-870844	35993	other	+	
-870845	35993	other	+	
-895346	36054	GH	-	
-895347	36054	other	-	
-895348	36054	other	-	
-895349	36054	SusD	-	
-895350	36054	Trans	-	
-897330	36061	Trans	+	
-897331	36061	SusD	+	
-897332	36061	other	+	
-897333	36061	other	+	
-897334	36061	GH	+	
-899522	36068	Trans	+	
-899523	36068	SusD	+	
-899524	36068	other	+	
-899525	36068	other	+	
-899526	36068	GH	+	
-902051	36076	Trans	+	
-902052	36076	other	-	
-902053	36076	other	-	
-902054	36076	SusD	+	
-902055	36076	other	+	
-902056	36076	other	+	
-902057	36076	GH	+	
-905074	36083	GH	-	
-905075	36083	other	-	
-905076	36083	other	-	
-905077	36083	SusD	-	
-905078	36083	Trans	-	
-907536	36092	Trans	+	
-907537	36092	SusD	+	
-907538	36092	other	+	
-907539	36092	other	+	
-907540	36092	GH	+	
-910032	36098	GH	-	
-910033	36098	other	-	
-910034	36098	other	-	
-910035	36098	SusD	-	
-910036	36098	Trans	-	
-912225	36106	Trans	+	
-912226	36106	SusD	+	
-912227	36106	other	+	
-912228	36106	other	+	
-912229	36106	GH	+	
2729232744	36120	PL	-	
2729232745	36120	other	-	
2729232746	36120	other	-	
2729232747	36120	other	-	
2729232748	36120	Trans	-	
2729232749	36120	other	-	
2729232750	36120	PL	-	
2729232751	36120	PL	-	
2729232752	36120	PL	-	
2729232753	36120	other	-	
2729232754	36120	SusD	-	
2729232755	36120	Trans	-	
2729232756	36120	REG	-	
2729232960	36122	GH	-	
2729232961	36122	GH	-	
2729232962	36122	GH	-	
2729232963	36122	other	-	
2729232964	36122	other	-	
2729232965	36122	SusD	-	
2729232966	36122	Trans	-	
2729233337	36125	REG	-	
2729233338	36125	SusD	-	
2729233339	36125	Trans	-	
2729233340	36125	other	-	
2729233341	36125	GH	-	
2729233527	36128	GH	-	
2729233528	36128	Trans	+	
2729233529	36128	SusD	+	
2729233530	36128	GH	+	
2729233531	36128	other	+	
2729233532	36128	REG	+	
2729233533	36128	other	+	
2729233534	36128	GH	+	
2729233991	36129	GH	-	
2729233992	36129	REG	+	
2729233993	36129	Trans	+	
2729233994	36129	SusD	+	
2729233995	36129	other	+	
2729234090	36130	Sulf	-	
2729234091	36130	GH	-	
2729234092	36130	Sulf	-	
2729234093	36130	Sulf	-	
2729234094	36130	Sulf	-	
2729234095	36130	other	-	
2729234096	36130	Sulf	-	
2729234097	36130	GH	-	
2729234098	36130	other	-	
2729234099	36130	GH	-	
2729234100	36130	other	-	
2729234101	36130	other	-	
2729234102	36130	SusD	-	
2729234103	36130	Trans	-	
2729234104	36130	other	+	
2729234105	36130	GH	-	
2729234106	36130	other	-	
2729234220	36131	GH	-	
2729234221	36131	GH	+	
2729234222	36131	GH	-	
2729234223	36131	other	-	
2729234224	36131	other	-	
2729234225	36131	SusD	-	
2729234226	36131	Trans	-	
2729234489	36132	GH	-	
2729234490	36132	other	-	
2729234491	36132	SusD	-	
2729234492	36132	Trans	-	
2729234720	36134	other	-	
2729234721	36134	SusD	-	
2729234722	36134	Trans	-	
2729234723	36134	REG	-	
2729234724	36134	GH	+	
2729234725	36134	GH	+	
2729234726	36134	ROK	+	
2729234727	36134	other	+	
2729234728	36134	GH	-	
2729234729	36134	Sulf	+	
2729234730	36134	other	+	
2729234731	36134	other	-	
2729234732	36134	GH	-	
2729234733	36134	Trans	-	
2729234734	36134	GH	-	
2729235088	36136	other	-	
2729235089	36136	GH	-	
2729235090	36136	GH	-	
2729235091	36136	other	-	
2729235092	36136	other	-	
2729235093	36136	GH	-	
2729235094	36136	SusD	-	
2729235095	36136	Trans	-	
2729235096	36136	SusD	-	
2729235097	36136	Trans	-	
2729235318	36137	GH	+	
2729235319	36137	other	+	
2729235320	36137	other	+	
2729235321	36137	GH	-	
2729235322	36137	GH	-	
2729235323	36137	GH	-	
2729235324	36137	other	+	
2729235325	36137	other	-	
2729235326	36137	SusD	-	
2729235327	36137	Trans	-	
2729235815	36138	GH	-	
2729235816	36138	SusD	-	
2729235817	36138	Trans	-	
2729235818	36138	other	-	
2729235819	36138	CBM	-	
2729235820	36138	GH	-	
2729235821	36138	GH	-	
2729235822	36138	other	-	
2729235823	36138	Pept	-	
2729235874	36139	GH	-	
2729235875	36139	GH	-	
2729235876	36139	GH	-	
2729235877	36139	Trans	-	
2729235878	36139	GH	-	
2729235879	36139	other	-	
2729235880	36139	SusD	-	
2729235881	36139	Trans	-	
2729235882	36139	other	+	
2729235883	36139	REG	-	
2729235884	36139	GH	-	
2729236013	36140	SusD	-	
2729236014	36140	Trans	-	
2729236015	36140	Pept	-	
2729236016	36140	other	+	
2729236017	36140	GH	+	
2729236018	36140	GH	+	
2729236019	36140	Sulf	-	
2729236129	36142	Trans	+	
2729236130	36142	SusD	+	
2729236131	36142	Sulf	+	
2729236132	36142	other	+	
2729236133	36142	Sulf	+	
2729236134	36142	Sulf	+	
2729236135	36142	GH	+	
2729236136	36142	GH	+	
2729236137	36142	Sulf	+	
2729236138	36142	other	+	
2729236139	36142	GH	+	
2729236140	36142	other	+	
2729236186	36143	GH	+	
2729236187	36143	Trans	+	
2729236188	36143	SusD	+	
2729236189	36143	other	+	
2729236190	36143	GH	+	
2729236801	36150	GH	-	
2729236802	36150	CE	-	
2729236803	36150	other	-	
2729236804	36150	SusD	-	
2729236805	36150	Trans	-	
2729236806	36150	other	+	
2729236807	36150	GH	+	
2729236808	36150	CE	+	
2729236809	36150	CE	+	
2729236810	36150	other	+	
2729236811	36150	other	+	
2729236812	36150	GH	-	
2729237424	36153	GH	+	
2729237427	36153	other	-	
2729237428	36153	SusD	-	
2729237429	36153	Trans	-	
2729237430	36153	REG	-	
2729237431	36153	REG	-	
2729237665	36154	ROK	-	
2729237666	36154	GH	-	
2729237667	36154	other	-	
2729237668	36154	other	-	
2729237669	36154	SusD	-	
2729237670	36154	Trans	-	
2729237671	36154	REG	-	
2729238179	36158	Trans	+	
2729238180	36158	SusD	+	
2729238181	36158	other	+	
2729238182	36158	GH	+	
2729238277	36159	other	+	
2729238278	36159	Sulf	+	
2729238279	36159	GH	+	
2729238280	36159	Sulf	+	
2729238281	36159	Sulf	+	
2729238282	36159	Sulf	+	
2729238283	36159	GH	+	
2729238284	36159	Trans	+	
2729238285	36159	SusD	+	
2729238286	36159	Trans	+	
2729238287	36159	SusD	+	
2729238288	36159	other	+	
2729238749	36161	other	+	
2729238750	36161	Sulf	+	
2729238751	36161	GH	+	
2729238752	36161	GH	+	
2729238753	36161	other	+	
2729238754	36161	Trans	+	
2729238755	36161	SusD	+	
2729238756	36161	other	+	
2729238779	36162	GH	+	
2729238780	36162	Trans	+	
2729238781	36162	SusD	+	
2729238782	36162	GH	+	
2729238783	36162	GH	+	
2729238784	36162	other	+	
2729238785	36162	other	+	
2729238786	36162	REG	-	
2729238787	36162	Sulf	+	
2729238919	36163	Sulf	+	
2729238920	36163	GH	+	
2729238921	36163	GH	+	
2729238922	36163	other	+	
2729238923	36163	Trans	+	
2729238924	36163	SusD	+	
2729238925	36163	other	+	
2729238926	36163	Sulf	+	
2729238927	36163	other	+	
2729238928	36163	Sulf	+	
2729238929	36163	Sulf	+	
2729238933	36164	GH	-	
2729238934	36164	other	-	
2729238935	36164	Trans	+	
2729238936	36164	SusD	+	
2729238937	36164	other	+	
2729238938	36164	GH	+	
2729238939	36164	other	+	
2729238940	36164	other	+	
2729239023	36165	GH	-	
2729239024	36165	REG	+	
2729239025	36165	other	+	
2729239026	36165	Sulf	+	
2729239027	36165	GH	+	
2729239028	36165	GH	+	
2729239029	36165	Trans	+	
2729239030	36165	SusD	+	
2729239031	36165	other	+	
2729239032	36165	other	-	
2729239033	36165	GH	+	
2729239034	36165	other	+	
2729239035	36165	GH	+	
2729239036	36165	other	+	
2729239037	36165	other	+	
2729239038	36165	other	+	
2729239039	36165	other	+	
2729239040	36165	other	+	
2729239082	36166	other	-	
2729239083	36166	SusD	-	
2729239084	36166	Trans	-	
2729239085	36166	other	+	
2729239086	36166	GH	+	
2729239087	36166	other	+	
2729239088	36166	GH	+	
2611973634	36190	PL	+	
2611973635	36190	PL	+	
2611973636	36190	other	+	
2611973637	36190	other	+	
2611973638	36190	other	+	
2611973639	36190	PL	+	
2611973640	36190	PL	+	
2611973641	36190	Trans	+	
2611973642	36190	SusD	+	
2611973643	36190	REG	+	
2611974320	36192	GH	-	
2611974321	36192	GH	-	
2611974322	36192	other	-	
2611974323	36192	SusD	-	
2611974324	36192	Trans	-	
2611974325	36192	other	-	
2611974326	36192	Trans	-	
2611974327	36192	other	-	
2611974328	36192	GH	-	
2611974329	36192	GH	-	
2611974330	36192	other	-	
2611974331	36192	GH	-	
2611974332	36192	other	-	
2611974333	36192	GH	-	
2611974334	36192	GH	-	
2611974335	36192	GH	-	
2611974336	36192	other	-	
2611974337	36192	GH	-	
2611974338	36192	other	-	
2611974339	36192	Trans	-	
2611974341	36193	Trans	+	
2611974342	36193	SusD	+	
2611974343	36193	SusD	+	
2611974344	36193	other	+	
2611974345	36193	other	+	
2611974346	36193	GH	+	
2611974347	36193	other	+	
2611974756	36195	REG	+	
2611974757	36195	other	+	
2611974758	36195	GH	+	
2611974759	36195	other	+	
2611974760	36195	other	+	
2611974761	36195	Trans	+	
2611974762	36195	SusD	+	
2611974763	36195	other	+	
2611974764	36195	CBM	+	
2611974765	36195	GH	+	
2611974766	36195	GH	+	
2611974767	36195	GH	+	
2611974768	36195	other	+	
2611974769	36195	other	+	
2611974770	36195	GH	-	
2611974771	36195	Trans	-	
2611974772	36195	Trans	-	
2611974773	36195	GH	-	
2611974774	36195	GH	-	
2611974800	36196	GH	+	
2611974801	36196	GH	+	
2611974802	36196	Sulf	+	
2611974803	36196	GH	+	
2611974804	36196	Trans	+	
2611974805	36196	SusD	+	
2611974806	36196	other	+	
2611974807	36196	other	+	
2611974808	36196	other	+	
2611974809	36196	GH	+	
2611974810	36196	GH	+	
2611974811	36196	other	+	
2611974812	36196	GH	-	
2611974813	36196	other	-	
2611974814	36196	other	+	
2611974815	36196	other	+	
2611974816	36196	other	+	
2611974817	36196	other	+	
2611974818	36196	other	+	
2611974819	36196	GH	+	
2611974820	36196	Trans	+	
2611974821	36196	SusD	+	
2611974822	36196	other	+	
2611974823	36196	Sulf	+	
2611974824	36196	Sulf	+	
2611974825	36196	other	+	
2611974826	36196	other	+	
2611974827	36196	GH	+	
2611974828	36196	GH	+	
2611974829	36196	other	+	
2611974830	36196	Sulf	+	
2611974831	36196	Sulf	+	
2611974832	36196	Sulf	+	
2611974833	36196	other	+	
2611974834	36196	other	+	
2611975031	36197	other	+	
2611975032	36197	PL	+	
2611975033	36197	other	+	
2611975034	36197	SusD	-	
2611975035	36197	Trans	-	
2611975036	36197	PL	+	
2611975037	36197	other	+	
2611975038	36197	Trans	+	
2611975039	36197	SusD	+	
2611975040	36197	other	+	
2611975041	36197	other	+	
2611975042	36197	other	+	
2611975043	36197	PL	+	
2611975044	36197	REG	+	
2611975180	36198	PL	-	
2611975181	36198	PL	-	
2611975182	36198	PL	-	
2611975183	36198	CBM	-	
2611975184	36198	other	-	
2611975185	36198	other	-	
2611975186	36198	SusD	-	
2611975187	36198	SusD	-	
2611975188	36198	Trans	-	
2611975189	36198	other	-	
2611975190	36198	GH	-	
2611975191	36198	GH	-	
2611975192	36198	GH	-	
2611975193	36198	Pept	-	
2611975194	36198	other	-	
2611975195	36198	other	-	
2611975196	36198	Sulf	-	
2611975197	36198	GH	-	
2611975198	36198	GH	-	
2611975199	36198	GH	-	
2611975200	36198	other	-	
2611975201	36198	Sulf	-	
2611975202	36198	other	-	
2611975203	36198	Trans	-	
2611975204	36198	GH	-	
2611975205	36198	GH	-	
2611975206	36198	GH	-	
2611975207	36198	Pept	-	
2611975208	36198	other	-	
2611975209	36198	GH	-	
2611975210	36198	Trans	+	
2611975211	36198	other	+	
2611975212	36198	SusD	+	
2611975646	36204	Sulf	-	
2611975647	36204	Sulf	-	
2611975648	36204	other	-	
2611975649	36204	SusD	-	
2611975650	36204	Trans	-	
2611975651	36204	GH	-	
2611975652	36204	GH	-	
